date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:10:16	13360/13360	---M--	200	added ('OK')	image/jpeg	etag:%226142c459-3430%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/images/faces/face2.jpg	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/images/faces/face2.jpg	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:17	15550/15550	---M--	200	added ('OK')	image/jpeg	etag:%226142c459-3cbe%22	https://www.bootstrapdash.com/demo/purple-admin-free/assets/images/faces/face3.jpg	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/assets/images/faces/face3.jpg	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:17	43924/43924	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-ab94%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/ui-features/buttons.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/ui-features/buttons.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:17	34169/34169	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-8579%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/ui-features/typography.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/ui-features/typography.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:17	303550/303550	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-4a1be%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/icons/mdi.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/icons/mdi.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:18	45955/45955	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-b383%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/forms/basic_elements.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/forms/basic_elements.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:18	18114/18114	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-46c2%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/charts/chartjs.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/charts/chartjs.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:18	35943/35943	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-8c67%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/tables/basic-table.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/tables/basic-table.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:18	15389/15389	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-3c1d%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/samples/blank-page.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/samples/blank-page.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
09:10:18	3494/3494	---MCZ	200	added ('OK')	text/html	etag:W/%226142c459-da6%22	https://www.bootstrapdash.com/demo/purple-admin-free/pages/samples/login.html	D:/ASP.NET/Tunga/Tunga/www.bootstrapdash.com/demo/purple-admin-free/pages/samples/login.html	(from https://www.bootstrapdash.com/demo/purple-admin-free/index.html)
